135 | 35 | 1539.46 | Corriente
136 | 36 | 1093.41 | Ahorros
137 | 37 | 2753.8 | Corriente
138 | 38 | 9190.76 | Corriente
139 | 39 | 3104.92 | Corriente
140 | 40 | 6007.1 | Corriente
141 | 41 | 3282.77 | Corriente
142 | 42 | 9568.2 | Ahorros
143 | 43 | 3725.85 | Corriente
144 | 44 | 7211.98 | Corriente
145 | 45 | 7222.1 | Corriente
146 | 46 | 8788.22 | Corriente
147 | 47 | 4600.14 | Corriente
148 | 48 | 9810.88 | Ahorros
149 | 49 | 6873.59 | Ahorros
150 | 50 | 9567.63 | Ahorros
151 | 51 | 5485.05 | Corriente
152 | 52 | 4233.46 | Ahorros
153 | 53 | 9881.29 | Ahorros
154 | 54 | 5677.28 | Corriente
155 | 55 | 4464.99 | Ahorros
156 | 56 | 1181.23 | Ahorros
157 | 57 | 4795.49 | Ahorros
158 | 58 | 3039.62 | Ahorros
159 | 59 | 6478.43 | Ahorros
160 | 60 | 1882.19 | Corriente
161 | 61 | 1138.38 | Ahorros
162 | 62 | 7966.14 | Corriente
163 | 63 | 3974.4 | Ahorros
164 | 64 | 2830.34 | Corriente
165 | 65 | 2367.39 | Corriente
166 | 66 | 1557.66 | Ahorros
167 | 67 | 8023.62 | Corriente
168 | 68 | 3668.53 | Ahorros
