101 | 1 | 4748.63 | Corriente
102 | 2 | 5805.15 | Ahorros
103 | 3 | 3611.26 | Ahorros
104 | 4 | 2570.16 | Ahorros
105 | 5 | 8387.59 | Ahorros
106 | 6 | 641.48 | Corriente
107 | 7 | 7278.65 | Ahorros
108 | 8 | 3629.54 | Corriente
109 | 9 | 3574.7 | Ahorros
110 | 10 | 9938.48 | Ahorros
111 | 11 | 4302.06 | Corriente
112 | 12 | 6237.1 | Corriente
113 | 13 | 7261.78 | Ahorros
114 | 14 | 2692.79 | Corriente
115 | 15 | 2871.69 | Corriente
116 | 16 | 5123.78 | Ahorros
117 | 17 | 358.83 | Corriente
118 | 18 | 5750.74 | Corriente
119 | 19 | 9012.95 | Ahorros
120 | 20 | 2591.68 | Corriente
121 | 21 | 6835.41 | Ahorros
122 | 22 | 3581.11 | Corriente
123 | 23 | 3580.76 | Corriente
124 | 24 | 5652.52 | Ahorros
125 | 25 | 2193.71 | Ahorros
126 | 26 | 8696.14 | Corriente
127 | 27 | 5847.58 | Corriente
128 | 28 | 5583.0 | Corriente
129 | 29 | 1029.2 | Corriente
130 | 30 | 8537.09 | Corriente
131 | 31 | 453.11 | Ahorros
132 | 32 | 9995.2 | Corriente
133 | 33 | 4822.46 | Corriente
134 | 34 | 5416.44 | Corriente
135 | 35 | 1539.46 | Corriente
136 | 36 | 1093.41 | Ahorros
137 | 37 | 2753.8 | Corriente
138 | 38 | 9190.76 | Corriente
139 | 39 | 3104.92 | Corriente
140 | 40 | 6007.1 | Corriente
141 | 41 | 3282.77 | Corriente
142 | 42 | 9568.2 | Ahorros
143 | 43 | 3725.85 | Corriente
144 | 44 | 7211.98 | Corriente
145 | 45 | 7222.1 | Corriente
146 | 46 | 8788.22 | Corriente
147 | 47 | 4600.14 | Corriente
148 | 48 | 9810.88 | Ahorros
149 | 49 | 6873.59 | Ahorros
150 | 50 | 9567.63 | Ahorros
151 | 51 | 5485.05 | Corriente
152 | 52 | 4233.46 | Ahorros
153 | 53 | 9881.29 | Ahorros
154 | 54 | 5677.28 | Corriente
155 | 55 | 4464.99 | Ahorros
156 | 56 | 1181.23 | Ahorros
157 | 57 | 4795.49 | Ahorros
158 | 58 | 3039.62 | Ahorros
159 | 59 | 6478.43 | Ahorros
160 | 60 | 1882.19 | Corriente
161 | 61 | 1138.38 | Ahorros
162 | 62 | 7966.14 | Corriente
163 | 63 | 3974.4 | Ahorros
164 | 64 | 2830.34 | Corriente
165 | 65 | 2367.39 | Corriente
166 | 66 | 1557.66 | Ahorros
167 | 67 | 8023.62 | Corriente
168 | 68 | 3668.53 | Ahorros
169 | 69 | 7009.14 | Ahorros
170 | 70 | 5950.51 | Ahorros
171 | 71 | 4948.72 | Corriente
172 | 72 | 633.21 | Ahorros
173 | 73 | 2692.9 | Ahorros
174 | 74 | 286.12 | Corriente
175 | 75 | 9468.03 | Ahorros
176 | 76 | 8089.58 | Ahorros
177 | 77 | 9714.91 | Corriente
178 | 78 | 6205.47 | Corriente
179 | 79 | 1838.75 | Ahorros
180 | 80 | 3732.15 | Ahorros
181 | 81 | 4922.04 | Corriente
182 | 82 | 5090.32 | Corriente
183 | 83 | 9463.1 | Corriente
184 | 84 | 4066.44 | Corriente
185 | 85 | 2814.89 | Corriente
186 | 86 | 6970.23 | Corriente
187 | 87 | 8531.8 | Corriente
188 | 88 | 417.28 | Ahorros
189 | 89 | 7092.94 | Corriente
190 | 90 | 4000.12 | Ahorros
191 | 91 | 4740.36 | Corriente
192 | 92 | 3723.24 | Corriente
193 | 93 | 3701.54 | Corriente
194 | 94 | 2327.93 | Ahorros
195 | 95 | 2897.61 | Corriente
196 | 96 | 6110.56 | Ahorros
197 | 97 | 7662.14 | Corriente
198 | 98 | 3199.48 | Ahorros
199 | 99 | 9130.3 | Corriente
200 | 100 | 7051.57 | Ahorros
