101 | 1 | 4748.63 | Corriente
102 | 2 | 5805.15 | Ahorros
103 | 3 | 3611.26 | Ahorros
104 | 4 | 2570.16 | Ahorros
105 | 5 | 8387.59 | Ahorros
106 | 6 | 641.48 | Corriente
107 | 7 | 7278.65 | Ahorros
108 | 8 | 3629.54 | Corriente
109 | 9 | 3574.7 | Ahorros
110 | 10 | 9938.48 | Ahorros
111 | 11 | 4302.06 | Corriente
112 | 12 | 6237.1 | Corriente
113 | 13 | 7261.78 | Ahorros
114 | 14 | 2692.79 | Corriente
115 | 15 | 2871.69 | Corriente
116 | 16 | 5123.78 | Ahorros
117 | 17 | 358.83 | Corriente
118 | 18 | 5750.74 | Corriente
119 | 19 | 9012.95 | Ahorros
120 | 20 | 2591.68 | Corriente
121 | 21 | 6835.41 | Ahorros
122 | 22 | 3581.11 | Corriente
123 | 23 | 3580.76 | Corriente
124 | 24 | 5652.52 | Ahorros
125 | 25 | 2193.71 | Ahorros
126 | 26 | 8696.14 | Corriente
127 | 27 | 5847.58 | Corriente
128 | 28 | 5583.0 | Corriente
129 | 29 | 1029.2 | Corriente
130 | 30 | 8537.09 | Corriente
131 | 31 | 453.11 | Ahorros
132 | 32 | 9995.2 | Corriente
133 | 33 | 4822.46 | Corriente
134 | 34 | 5416.44 | Corriente
