135 | 35 | 4671.89 | Corriente
136 | 36 | 6491.12 | Ahorros
137 | 37 | 9510.41 | Corriente
138 | 38 | 2987.41 | Ahorros
139 | 39 | 1160.54 | Ahorros
140 | 40 | 2821.81 | Ahorros
141 | 41 | 28.65 | Corriente
142 | 42 | 5036.74 | Ahorros
143 | 43 | 9531.77 | Corriente
144 | 44 | 9948.24 | Corriente
145 | 45 | 8444.94 | Ahorros
146 | 46 | 262.04 | Ahorros
147 | 47 | 7001.93 | Ahorros
148 | 48 | 2424.99 | Ahorros
149 | 49 | 4827.71 | Ahorros
150 | 50 | 9330.72 | Corriente
151 | 51 | 7302.22 | Corriente
152 | 52 | 1937.61 | Ahorros
153 | 53 | 1185.57 | Ahorros
154 | 54 | 9607.55 | Corriente
155 | 55 | 6007.78 | Corriente
156 | 56 | 1044.86 | Corriente
157 | 57 | 3458.08 | Corriente
158 | 58 | 8420.98 | Ahorros
159 | 59 | 6211.11 | Ahorros
160 | 60 | 3634.96 | Ahorros
161 | 61 | 609.28 | Corriente
162 | 62 | 720.39 | Corriente
163 | 63 | 5784.27 | Corriente
164 | 64 | 7472.41 | Ahorros
165 | 65 | 7683.28 | Ahorros
166 | 66 | 6631.74 | Corriente
167 | 67 | 637.89 | Corriente
168 | 68 | 9920.56 | Corriente
