169 | 69 | 7009.14 | Ahorros
170 | 70 | 5950.51 | Ahorros
171 | 71 | 4948.72 | Corriente
172 | 72 | 633.21 | Ahorros
173 | 73 | 2692.9 | Ahorros
174 | 74 | 286.12 | Corriente
175 | 75 | 9468.03 | Ahorros
176 | 76 | 8089.58 | Ahorros
177 | 77 | 9714.91 | Corriente
178 | 78 | 6205.47 | Corriente
179 | 79 | 1838.75 | Ahorros
180 | 80 | 3732.15 | Ahorros
181 | 81 | 4922.04 | Corriente
182 | 82 | 5090.32 | Corriente
183 | 83 | 9463.1 | Corriente
184 | 84 | 4066.44 | Corriente
185 | 85 | 2814.89 | Corriente
186 | 86 | 6970.23 | Corriente
187 | 87 | 8531.8 | Corriente
188 | 88 | 417.28 | Ahorros
189 | 89 | 7092.94 | Corriente
190 | 90 | 4000.12 | Ahorros
191 | 91 | 4740.36 | Corriente
192 | 92 | 3723.24 | Corriente
193 | 93 | 3701.54 | Corriente
194 | 94 | 2327.93 | Ahorros
195 | 95 | 2897.61 | Corriente
196 | 96 | 6110.56 | Ahorros
197 | 97 | 7662.14 | Corriente
198 | 98 | 3199.48 | Ahorros
199 | 99 | 9130.3 | Corriente
200 | 100 | 7051.57 | Ahorros
