101 | 1 | 1026.43 | Ahorros
102 | 2 | 5187.24 | Corriente
103 | 3 | 7909.68 | Corriente
104 | 4 | 7588.51 | Ahorros
105 | 5 | 2693.81 | Corriente
106 | 6 | 8724.94 | Ahorros
107 | 7 | 302.18 | Corriente
108 | 8 | 1536.6 | Corriente
109 | 9 | 4363.67 | Ahorros
110 | 10 | 2879.01 | Corriente
111 | 11 | 6241.32 | Ahorros
112 | 12 | 7654.02 | Ahorros
113 | 13 | 9594.14 | Ahorros
114 | 14 | 2153.47 | Ahorros
115 | 15 | 8217.84 | Ahorros
116 | 16 | 4947.41 | Ahorros
117 | 17 | 5022.12 | Corriente
118 | 18 | 8301.31 | Corriente
119 | 19 | 8377.98 | Corriente
120 | 20 | 8159.99 | Corriente
121 | 21 | 8010.03 | Corriente
122 | 22 | 3569.38 | Corriente
123 | 23 | 3853.91 | Corriente
124 | 24 | 6971.87 | Corriente
125 | 25 | 2674.81 | Ahorros
126 | 26 | 2459.11 | Corriente
127 | 27 | 6862.23 | Corriente
128 | 28 | 3117.56 | Corriente
129 | 29 | 3128.91 | Corriente
130 | 30 | 5877.45 | Ahorros
131 | 31 | 4225.39 | Corriente
132 | 32 | 4263.91 | Corriente
133 | 33 | 8152.55 | Ahorros
134 | 34 | 8201.34 | Ahorros
